,Position,Company,City,State.Name,Job.Description,Employment.Type,Education.Required
31999,Escrow Assistant Needed in SF!!,Accountemps,San Francisco,California,"Ref ID:00412-9734314Classification:Mortgage ProcessorCompensation:DOELarge Title company in San Francisco seeking an Escrow Assistant. Experience developing long term relationships with executives and/or key decision makers. As an Escrow Assistant you will be responsible for developing and maintaining relationships with mortgage lenders and other Real Estate professionals within their designated territory that results in new title orders and closings. The Escrow Assistant will possess an entrepreneurial spirit and the desire to make a long term investment into a growing business. Experience in the Title/Escrow industry is critical, and outside marketing experience is a huge plus. If interested, please forward your resume to [Click Here to Email Your Resumé]",Seasonal/Temp,Not Specified
31258,Warehouse Freight / Material Handler,Pinnacle Workforce Logistics,Prescott,Wisconsin,"Pinnacle Workforce Logistics, a dynamic, international third party logistics company is looking for team players to&nbsp;support our operation inside the boundaries of our distribution centers. We provide a variety of specialized&nbsp;services to our clients, focused on gaining efficiency and improving productivity. We maintain a competitive edge by having a pro associate culture, which is maintained by smartly managing our greatest and most valuable resource; our people.&nbsp;
 
 

We are not an agency.&nbsp; All positions are regular, direct hire. 
 

FOR IMMEDIATE CONSIDERATION, APPLY ONLINE @ www.PinnacleWL.com/Careers

 
 

    Entry Level &ndash; Will Train
    Opportunities for Advancement
    401(k) available after 6 months&nbsp;

&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; April 6th Start Date&nbsp;&nbsp;


&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Hourly Rate: $11.00

&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Shift Hours: M-F, 2AM-1030AM





 


ESSENTIAL FUNCTIONS:

    Load/Unload and break down freight onto good wood pallets, at a pace that meets or exceeds productivity goals and standards
    Sort and organize freight by PO# and SKU#
    May be required to break down freight to Ti-Hi form
    May include operating various types of material handling equipment
    May include sorting, repacking and labeling, pallet repair, and other duties
    Maintain an organized and clean work area.
    Maintain proper safety procedures and operations

",Full-Time/Part-Time,Not Specified
21528,Wellness Nurse,Brightview Senior Living,Arlington,Massachusetts,"How you will serve our residents and our community:


Consistently and genuinely demonstrate the STARS principles of Service, Teamwork, Action, Reputation and Success in all activities and interactions.
Identifies on-going needs and services of residents in promotion of the highest quality services to be delivered.
Assists Health Service Director in assessing and documenting resident assessments at state or Brightview specified intervals.
Conducts resident wellbeing visits and communicates changes in condition and/or service plan.
Assesses, monitors, reports and follows up with residents who have experienced an accident, incident or change in condition to ensure that resident’s needs are addressed.
Documents all pertinent information in the resident wellness file and assists in maintaining wellness files according to BVSL policies and federal and state regulations.  
Maintains communication with residents, family members and/or responsible party, guests and associates.
Establishes and follows the Resident service plan, assists residents with all IADL’s & ADL’s.
Ensures that the identified health care needs of residents are being met.
Contacts resident’s primary care provider (MD/NP) when necessary and/or upon family request.
Accurately and promptly transcribes orders (MAR/TAR).
Procures medications and resident care equipment as needed. 
Monitors resident’s medication and treatment to ensure accurate administration and documentation.
Supervises the accurate delivery of medications to residents, including proper storage, distribution, re-ordering, discontinuing, destruction and narcotic counts.
Assesses, monitors and documents the status of residents who self medicate.
Maintains sufficient medical supplies for the community and contents of first aid kits.
Reviews staff and consult Physician Reports and resident progress notes.
Ensures weights and vital signs are obtained as needed for each resident.
Acts as a liaison for pharmacy services to ensure effective pharmacy services for residents.
Coordinates and utilizes available health care providers and resources.
Partners with community associates to ensure compliance with OSHA requirements and promotion of Risk Management programs and policies.
Participates in and attends all in-service training and education programs as scheduled.
Other duties as assigned.


Supervisory responsibilities:



Provides line supervisor task assignments to Resident Assistants and Med Techs in the absence of the Health Service Director. 
Responsibilities may include providing input into the interviewing, hiring, and training associates; planning, assigning, and directing work; appraising performance; rewarding and disciplining associates; addressing complaints and resolving problems.



",Per Diem,Not Specified
61420,Quality Assurance Monitor,OfficeTeam,Sioux Falls,South Dakota,Ref ID: 02090-9740681Classification: Customer ServiceCompensation: $11.00 to $14.00 per hourAre you comfortable on the phone? Have you mastered the skills of customer service and looking for a challenge from the everyday script? Do you strive for improvement and support for a project? OfficeTeam has clients in the Sioux Falls area looking for Quality Assurance Monitor. These Quality Assurance Monitors will fill exciting job opportunities in the metro area on a temporary and temp to full-time basis! Responsibilities include: -Monitors and evaluates the quality of inbound and/or outbound customer calls -Documents quality issues and performance measures for management review -Provides report and information for feedback in the coaching and development process Please send your resume to: [Click Here to Email Your Resumé] to learn more. Available positions are limited! Apply immediately!,Seasonal/Temp,Not Specified
14463,Licensed Practical Nurse LPN,Brookdale,Oak Park,Illinois,"Part-TimeBrookdale Oak Park - 1111 Ontario Street; Oak Park, IL 60302A career with Brookdale has never been more rewarding! Brookdale is the only national full-spectrum senior living solutions company and committed to providing the best options for our over 110,000 residents we serve. The services that we offer ensure residents continue to live the lives that they want while also meeting all of their needs along the way. Every day our associates collaborate to guarantee this promise is fulfilled in more than 1,150 communities in 47 states. Our Senior Living Solutions include: Independent Living, Assisted Living, Memory Care, Skilled Nursing, Continuing Care Retirement, Therapy, Hospice, Home Health, and Personalized Living.More than a company, it is a calling.To learn more about Brookdale and how our associates make a difference: Fulfilling Dreams * Record-Breaking Fundraising for Alzheimer’s * Best of the Best Awards * Brookdale Senior Living Solutions * YouTubeKey responsibilities include:* Providing licensed nursing services to residents * Administers medications and treatments in accordance with physicians' orders and within state licensure regulations* May be required to supervise other staff positions* Providing general consultation regarding health-related concerns within the community",Part-Time,Not Specified
18837,Logistics Clerk,OfficeTeam,Elk Grove Village,Illinois,"Ref ID: 01360-113017Classification: Customer ServiceCompensation: $16.00 to $16.50 per hourA OfficeTeam client in the Rosemont area is seeking a Ocean Import Specialist for a temporary opportunity. As communicated by the OfficeTeam client, the Ocean Import Specialist duties include (but are not limited to) updating company records, updating customer website, calling steamship companies for status and some filing work. The right candidate for this Ocean Import Specialist role must have these requirements, 1 year experience and the ability to learn quickly. If you meet the requirements for this Ocean Import Specialist position and would like to be considered, please contact OfficeTeam (in Rosemont) and forward your resume to [Click Here to Email Your Resumé]",Seasonal/Temp,Not Specified
43193,AP Manager,Accountemps,Chicago,Illinois,"Ref ID:01303-9736748Classification:Accounts Payable Supervisor/MgrCompensation:DOEOur client, a downtown Chicago based manufacturing company is searching for an Accounts Payable Manager. This Accounts Payable Manager will be responsible for supervising a team of Accounts Payable Clerks and help facilitate the month end close process. Experience utilizing Oracle is preferred but not required. This position can be a full time internal opportunity through the Accountemps Salaried Professional Service for candidates with well-rounded skill sets and demonstrate the ability to be a resource to other clients of Accountemps and Robert Half.",Seasonal/Temp,Not Specified
54874,Caregiver / Home Health Aide / CNA,Home Instead Senior Care,San Antonio,Texas,"


Caregiver / Home Health Aide / CNA



Home Instead Senior Care is looking for caring and compassionate caregivers to become a part of our team and join our mission of enhancing the lives of aging adults throughout our community.&nbsp; Home Instead Senior Care provides a variety of non-medical services that allow seniors to remain in their home and meet the challenges of aging with dignity, care and compassion.

Duties include, but are not limited to:




    Companionship and conversation
    Light housekeeping tasks and meal preparation
    Medication and appointment reminders
    Assistance with grooming and bathing
    Assistance with toileting and incontinence issues
    Alzheimer&rsquo;s Care



*No previous experience necessary - skills training provided by Home Instead Senior Care*



Caregiver / Home Health Aide / CNA


&nbsp;
",Full-Time/Part-Time,Not Specified
15261,Billing Clerk,Accountemps,Elkridge,Maryland,"Ref ID:04520-111232Classification:Billing ClerkCompensation:$14.75 to $17.08 per hourOur client, located in Elkridge, MD is seeking a Billing Clerk for a temporary to full-time opportunity. The Billing Clerk will be responsible for providing account analysis for monthly invoices for multiple customers in several different types of accounts. The Billing Clerk must be a motivated, self-starter who can analyze and suggest implementation processes. A strong background and understanding of Excel is required for this role, and a working knowledge of SalesForce is strongly preferred. To apply for this billing position, please e-mail your resume to [Click Here to Email Your Resumé] or call 410.423.9454 for immediate consideration.",Seasonal/Temp,Not Specified
79765,Property Adjuster (Catastrophe Insurance Claims),Pilot Catastrophe Services Inc,Tupelo,Mississippi,"
We Are Actively Recruiting Now!

Applicant must be strongly dedicated to the job, provide superior customer service, and be available to work on temporary assignments, with potential deployment locally or nationwide. If you possess the qualities and qualifications below and are interested in the available benefits, you may be eligible to showcase your skills while assisting some of the country’s largest and best known insurance companies.",Seasonal/Temp,Not Specified
79603,Entry Level Caregiver,Home Instead Senior Care,San Diego,California,"Entry Level Caregiver
&nbsp;
Job Description 
&nbsp;
Do you enjoy getting to know people and building relationships that will last? Do you have a heart for helping those in need? If so, this entry level Caregiver role could be just the fit for you!
&nbsp;
As a Caregiver, you will provide a variety of non-medical, home healthcare services for seniors in their homes, allowing them to be safe and stay independent. At Home Instead Senior Care, we strive to provide compassionate and reliable home services to enable seniors to remain at home. Established in 1994, we&rsquo;ve grown from a handful of local families to over 1,000 franchises nationally and internationally. We support those that are a part of our team, offering competitive pay and benefits as well as a variety of shifts.






Entry Level Caregiver





&nbsp;Job Responsibilities
&nbsp;
Our Entry Level Caregivers provide companionship and conversation for our clients, enhancing the lives of aging adults throughout our community.
&nbsp;
Caregiver duties include:
&nbsp;

    Light housekeeping and preparing meals
    Reminding clients of medications and appointments
    Assisting with grooming, bathing, toileting, and incontinence issues
    Caring for clients with Alzheimer&rsquo;s
",Full-Time/Part-Time,Not Specified
47865,FIRESTONE OPEN HOUSE EVENT!,Firestone Complete Auto Care,Chicago,Illinois,"FIRESTONE OPEN HOUSE HIRING EVENT!

Firestone Complete Auto Care is Hosting a Hiring Event for Automotive Technicians for MANY of our locations in the Chicagoland area and in surrounding cities!!

OPEN HOUSE!!!
Interview with our Region Staff!
Wednesday March 25
12:00pm to 8:00pm
Holiday Inn Countryside
6201 Joliet Road
Countryside, IL 60525

Bridgestone Retail Operations, LLC employs over 22,000 teammates in North America and operates more than 2,200 company-owned stores. The store locations include Firestone Complete Auto Care, Tires Plus, and Wheel Works. With 2,200 locations across America and over $3 billion in tire and auto service sales, Bridgestone Retail Operations is the right place to build a career.

We&rsquo;re currently hiring for all technician positions including:
&bull; Entry Level Technician
&bull; Entry Level Mechanic / Technician
&bull; Senior Mechanic / Automotive Technician
&bull; Lead Mechanic / Master Technician
Keep reading to see why we Bridgestone Retail Operations and Firestone Complete Auto Care are better for you than the competition!

We are the nation&rsquo;s largest and most advanced automotive service retailer and we&rsquo;re looking for the very best automotive techs. Our stores are full service shops and our mechanics are the lifeblood of our organization. Our full time technicians enjoy great pay and a full range of benefits including health, dental and vision insurance as well as a 401k match retirement account!

But isn&rsquo;t the car dealer the best place for top technicians? THINK AGAIN! HERE IS WHY:

Over the last few years, at a time when many dealers were closing their doors, we were experiencing tremendous growth. Our technicians enjoy a very high level of stability because our stores are not dependent on highly cyclical and unstable new car sales. At a time when many dealers were closing or experiencing management shuffle after shuffle, our technicians enjoyed job stability as we continued to open stores and experience increased service sales. We bring more stability, because our business isn&rsquo;t dependent on the volatility of new car sales! Most dealers simply can&rsquo;t offer the benefits or job stability that we can. There are quite a few automotive shops hiring today, but our technicians know they can count on us to be here TODAY and TOMORROW.

Why pay out of pocket for your ASE's?

We pay our technician&rsquo;s ASE test costs AND pay a Bonus for each that they pass!
We understand we wouldn&rsquo;t have any stores if we didn&rsquo;t employ the very best mechanics in the industry! We take pride in hiring the very best technicians, who are responsible for diagnosing, repairing and performing preventive maintenance on our customer's vehicles. Bridgestone and Firestone Complete Auto Care together with our other national brands including Tires Plus are the Biggest (fact) and BEST (our humble opinion) automotive team in the WORLD! If you have a winning attitude and would like a long term career with a great company, we are interested in speaking with you.

What are you waiting for? Mark your calendar and attend this event!


Job Requirements
Entry Level Technician
&bull; Maintain an organized neat and safe bay.
&bull; A focus towards maintaining a safe work environment and neat bay.
&bull; Ability and desire to learn to diagnose and repair basic systems to become certified in a minimum of 5 areas with a preference for brakes, alignments, suspensions, cooling and electrical.
&bull; Change oil and/or transmission fluid and filters.
&bull; Install batteries and checks electrical systems.
&bull; Install and perform tire maintenance.
&bull; Ability to road test vehicles.
&bull; Any ASE certifications and/or a tech school degree is a big plus, but not required.

Entry Level Mechanic / Technician
&bull; Maintain an organized neat and safe bay.
&bull; 1-2 years of automotive mechanical diagnosis, problem-solving and repair experience to succeed in this position.
&bull; A high level of motivation and energy and strong customer service skills are also required.
&bull; Ability to install parts which include shock absorbers and exhaust systems.
&bull; Any ASE certifications and/or a tech school degree is a big plus, but not required.

Senior Mechanic / Automotive Technician
&bull; Maintain an organized neat and safe bay.
&bull; At least 2-3 years of strong automotive mechanical diagnosis, problem-solving and repair experience.
&bull; 3 ASE certifications are preferred for this position.
&bull; You&rsquo;ll also need a high level of motivation, energy and a customer-focused attitude. 

Lead Mechanic / Master Automotive Technician
&bull; Maintain an organized neat and safe bay.
&bull; 5+ years of automotive mechanical diagnosis, problem solving and repair experience as you mentor and teach teammates while discussing problems with customers.
&bull; You will also need strong leadership skills and a customer-focused attitude to go along with a high level of motivation and energy.
&bull; 5 ASE certifications are preferred. Job Requirements- Demonstrated success in retail sales management is a plus.
&bull; Valid driver&rsquo;s license required.
&bull; Pre-employment drug test/physical/background check will help assure we build teams of people who can best work with others and serve the needs of our customers.


Benefits, Privileges and Growth Opportunities
&bull; We offer over 31 Benefits and Privileges to include medical, dental, vision, 401k, cash balance retirement plan and more.
&bull; We are An Equal Opportunity Affirmative Action Employer.
&bull; One of our strengths is found in our commitment to serve a diverse customer population with diverse teams of teammates.
&bull; Over 100 years of success is an indication of the stability our workforce enjoys.",Full-Time/Part-Time,High School Diploma
33379,Administrator - Transportation Specialist (Temporary) (12465),Knorr-Bremse,Watertown,New York,"

    Code invoices that are time sensitive as a requirement of compliance with customs regulations
    Cross train with Transportation Specialists to support workload and provide backup due to vacation or absence
    Create daily receiving manifest reporting
    Reorganize customs documentation filing 2014 to 2015

&nbsp;
",Seasonal/Temp,High School Diploma
54225,Part-time Office Administrative,Averitt Express Inc,Milwaukee,Wisconsin,"Office Administrative- Part-Time 

Office and Administrative personnel manage the behind-the-scenes requirements that allow all other associates to focus on their job functions.



Description:

    Handle customer request
    Tracing
    Accounts Payable and Receivable
    Data Entry
    Complete required reporting
    Regular predictable attendance

&nbsp;
Days &amp; hours are standard work week, unless noted in full job description (click Apply Online to view).

Pay &amp; Benefits:




    Profit Sharing and 401k plans
    Credit Union
    Wellness programs
    Other career advancement opportunities within Averitt
    Paid Orientation in Cookeville, TN. with free lodging, transportation and most meals
    Referral Rewards Program
    Weekly direct deposit
    A professional atmosphere with quality people since 1971!

",Part-Time,High School Diploma
41039,Charge Entry / Payment & Adjustment Poster (Mountain Management Services) Part Time - First Shift (#0000),Catholic Health Initiatives,Chattanooga,Tennessee,"PLEASE NOTE!  
THERE IS AN ASSESSMENT THAT MUST BE COMPLETED WHEN APPLYING FOR THIS POSITION.

Please take the assessment at a time when you can give it your full attention as we use the results in our hiring decision. The assessment must be taken with seven (7) days of applying in order for your application to be considered.  



JOB SUMMARY:
• Posts checks, denials and adjustments, electronic and/or manual. Closes out daily batches, balance and reconciles with finance team on all outstanding deposits/postings for the month. Knowledge of business office procedures; of medical terminology; grammar, spelling and punctuation. Skill in operating a computer, calculator and photocopy machine. Ability to read understands and follows oral and written instruction. Ability to sort and file materials correctly by alphabetic or numeric systems. Ability to speak clearly and concisely. Knowledge of CPT-4 and ICD-9 coding. Working knowledge in Excel and basic principles of accounting.

JOB RESPONSIBILITIES:
• Post payments, adjustments, and denials per eob’s, including recoup payments and notifications timely, and accurately; comply with payers and providers’ contracts as well as National and Local Policies and Procedures; confirm with payer website eob’s, if electronic remit does not balance or appears to have posting concern;
• Import remits for electronic posting from system;
• Pull Financial Institution Image deposits and documents for personal electronic payment files;
• Assist in auditing account for credit balances & refunds as needed.
• Maintain filing system for overpayment/recoup notifications and negative eob’s. Post transactions in appropriate account balancing with the eob. 
• Investigate “unknown or unidentified payments”; search for appropriate account and/or charge to post payment to. If actual overpayment is found after thorough audit, post and generate refund to appropriate payer or patient. 
• Document notes in applicable account.
• Run audit journals and balance each batch to deposit or check total, electronic as well as manual postings and deposits;
• Copy EOB’s for refunds and/or priority alerts to follow-up as needed (massive denials, payer paid or approved 100% of charge amount, etc.)
• Maintain knowledge of what we are contractually obligated to adjust.
• Recommend denial remark codes be added to system or changed as needed, to enhance electronic remit postings;
• Make suggestions for automation or changes to electronic formats to improve efficiencies in posting or follow-up functions;
• Maintain knowledge of what we are contractually obligated to adjust, payers, bankruptcies, collection agency, workers’ compensation, etc.
• Post payments out to collection agency according to National and Local Polices and Procedures;
• Provide electronic batch postings payments/reconciliation spreadsheet to finance that includes deposit amounts, date posted, dollar amounts, batch and control numbers;
• Notify Supervisor of any concerns or red flags regarding payments, denials, payer issues, coding or posting compliance issues, or any other issues, to include issues with the posting software/hardware system;
• Maintains patients’ and employees’ privacy and confidentiality.
• Performs other duties, as required.",Part-Time,High School Diploma
68115,Retail Sales Associate,Art Van Furniture,Downers Grove,Illinois,"

Sales Representative - Retail


Art Van Furniture, the Midwest’s #1 furniture retailer, is currently hiring high energy, self-motivated Retail Sales Associates for our Naperville, and Downers Grove stores.
If you have a love of home furnishings and interior design and enjoy a relationship selling environment this is the job for you!
Retail Sales Associate - Showroom Sales - Interior Design Consultant
We Offer a Top-Notch Compensation Program!

    Generous, competitive commission plan.
    Average first year earnings can be $40K to $80K; top sales associates achieve $80k+!
    Fully paid Industry Recognized Sales Associate Training Program that includes both extensive product knowledge education as well as training in our proprietary “Pure 7"" and “GUEST"" selling systems.

Outstanding Benefits – Medical / Dental / Life & Disability Insurance / 401K Plan / Profit Sharing
Retail Sales Associate - Showroom Sales - Interior Design Consultant
Art Van Furniture is one of the most successful furniture retailers in the nation. We are well known for offering quality and style at an affordable price. We have consistently been Midwest's #1 choice for furniture for over 50 years, known for our beautiful stores and outstanding sales team. We have recently announced that we will be continuing our multi-year expansion and growth.

Because of our success and planned growth, we are seeking experienced and in-experienced Full-Time and Part-Time Retail Sales Associates to join our commission based sales team in Downers Grove and Naperville!!!
Our Sales Associates are the “heart and soul"" of Art Van Furniture. Known in the furniture industry as “North America's Finest Selling Team"", our sales associates are product experts and style guides who love to help customers find their personal style. If you are an energetic, fashion oriented, career minded individual who is driven to achieve success and enjoys working with customers in a fast-paced environment, this is the career for you!


Responsibilities

    Greet customers and provide a professional and welcoming sales experience.
    Conduct sales consultations, present and discuss home furnishing product options and help customers select home furnishing pieces.
    Market new sales and promotions.
    Research competition in order to gain knowledge of products, pricing and promotions.
    Assist customers in financing, purchasing, and delivery arrangements.
    Follow up with customers on special requests.
    Deliver top-notch service to every customer, build customer loyalty and acquire referrals.
    Increase knowledge of products, sales techniques and promotions through ongoing training, mentoring, and professional development.

",Full-Time/Part-Time,Not Specified
14792,Retail Store Delivery Driver (Part-time) - Cranberry Township,PPG - Architectural Coatings,Pittsburgh,Pennsylvania,"Join our team and show your colors to the world!PPG Architectural Coatings is a respected leader in the paint industry. A business unit of PPG Industries, the world's leading coatings and specialty Products Company, we manufacture and sell our products through home centers, independent dealers, and through a network of company-owned stores across North America.With over 900 retail centers in North America, we continue to grow.  Currently we are seeking a Retail Store Driver to join our team.  Within our stores channel, we sell a wide range of architectural coatings and sundry items to industry, builders, contractors, and home owners.  Experienced and entry level candidates are welcome to apply!  Join a leading team today! We are seeking a Local Delivery Driver/Sales Associate to join our team.  We have over 900 retail centers in North America and are continuing to grow.  Within our stores channel, we sell a wide range of architectural coatings and sundry items to industry, builders, contractors, and home owners.""The training program here is excellent.  I could tell that my trainer was excited to teach us how to do a great job, and I appreciated that everyone was happy to answer my questions."" - PPG Team MemberAs a Retail Store Driver, you will be responsible for providing exceptional customer service and developing relationships with a variety of customers as a part of a fast-paced, dynamic sales team.Other responsibilities of the Delivery Driver role include:Making local deliveries in a safe and efficient manner utilizing a company vehicleHaving/utilizing a good geographic understanding of the local areaAssisting customers by calculating surface volume and tinting paintWorking as a Store Sales Associate as needed",Part-Time,High School Diploma
52481,Medical Receptionist-Providence,OfficeTeam,Providence,Rhode Island,"Ref ID: 03800-113440Classification: Receptionist/SwitchboardCompensation: $11.00 to $12.00 per hourOur client in the Behavioral Health field has the immediate need for a Receptionist. The Receptionist will be the first point of contact to greet all patients, as well as answer a busy phone line (4-5 lines). The Receptionist will check patients in, collect co-pays, and let the clinicians know when their patients arrive. Additionally, the Receptionist will make daily confirmation calls (up to 45 per day) for the next days's schedule, as well as provide general Administrative support.",Seasonal/Temp,Not Specified
65148,Jr. Administrative Assistant,OfficeTeam,Basking Ridge,New Jersey,"Ref ID: 02670-106494Classification: Secretary/Admin Asst - JuniorCompensation: DOEA growing company in the Basking Ridge area is looking for a Junior Administrative Assistant. This person will be responsible for answering phones, filing, taking any orders that come in, and any ad hoc projects that come up. The ideal candidate will come with prior office experience, and have utilized Microsoft Office Suite.",Seasonal/Temp,Not Specified
10608,Accounts Payable Clerk,Accountemps,Madison,Wisconsin,"Ref ID:04620-112160Classification:Accounts Payable ClerkCompensation:$11.88 to $13.75 per hourLarge Health care company is looking for an Accounts Payable Clerk. As an accounts payable clerk, you will be responsible for matching batching and Coding a high volume of invoices daily. Associate Degree in Accounting or equivalent education and/or work experience in accounting. Two years AP work experience.",Seasonal/Temp,Not Specified
35620,Premium Auditor,NEIS Inc.,Boston,Massachusetts,"
Primary Purpose

&nbsp;

 
Conduct insurance premium audits for Worker&rsquo;s Compensation and General Liability policies by auditing policyholder&rsquo;s records, and applying manual rules and company standards. 

Essential Functions and Responsibilities &ndash; Job Description
A Premium Auditor conducts field audits to determine the actual exposures and premium to be charged for policy coverages. A Premium Auditor will work from home, but is required to travel daily, within a set territory, to each insureds' location to conduct audits.

A Premium Auditor will perform the following task:

    Examine the insured&rsquo;s records by comparing records to tax data; gather data to determine correct classifications for business activities and write an effective description of operations
    Prepare for the audit by identifying the necessary information and type of records needed; detecting any scheduling restrictions.
    Prepare schedule to maximize optimal use of time
    Correspond with insured via phone, email and mail to setup audit appointments
    Communicate audit status via internal reports

NEIS will provide the following:

    On the job training
    Benefit package
    Base pay &ndash; paid weekly
    Production pay &ndash; paid weekly
    Reimbursement of mileage expenses &ndash;paid weekly 
    Laptop computer and other equipment needed to complete job effectively
    Reimbursement of miscellaneous expenses, such as, phone, internet, etc. &ndash; monthly


About NEIS Inc.

Founded in 1945, NEIS has a long history of putting our customers first to provide the services they need. That&rsquo;s why many of our clients consider us their first choice when it comes to premium audit and loss control. We are a leader when it comes to meeting time-sensitive completion dates, a requirement for many of our client&rsquo;s programs. The NEIS team of professionals has the experience and knowledge to deliver those services with the highest standard of quality.
Visit our website http://www.premiumauditservices.com/index.asp",Full-Time/Part-Time,Not Specified
39939,Security,Holiday Inn Express- Independently Owned & Operated,Columbus,Ohio,The Holiday Inn Express at Ohio State Fairgrounds/Expo Center is currently hiring for security.  Available Shift is 1:00AM - 6:00AM. Part time and/or Full Time.  Job Duties Include but are not limited to:  Maintaining noise to minimum/Addressing noise complaints Ensuring all exits and entrances are properly secured. On occasion Assist Guests with luggage or any other requests. Shoveling snow out of entrance and walkways. Maintain overall security at the hotel.  High school diploma/GED preferred.&nbsp;  PLEASE EMAIL RESUME  The above statements are intended to describe the basic nature and skill level of work being performed. They are not to be construed as an exhaustive list of all job duties performed by personnel in this job classification.,Full-Time/Part-Time,High School Diploma
60223,Collections Specialist,Accountemps,Windsor,Connecticut,"Ref ID:00700-119948Classification:Credit/CollectionsCompensation:DOECollections Clerk needed ASAP for well- renowned service organization! The Collections Clerk is an integral part of the team reporting directly to the Collections Manager. The Collections Clerk is responsible for driving revenue by collecting on past due balances. The daily responsibilities for the Collections Clerk include but are not limited to: driving commercial collections for a large organization, assist accounts receivable with transactional duties including applying payments and account reconciliation, pulling and updating aging reports, reviewing activity on a daily and weekly basis, any ad hoc responsibilities as needed. The requirements for the position are a minimum of 3 years of commercial collections experience for a large organization, experience in SAP, JD Edwards or major ERP system, excellent written and verbal communication skills and the ability to work with tight deadlines. If you meet the above qualifications and are interested in the position, please call Accountemps today at 860-278-7170!",Seasonal/Temp,Not Specified
19062,Accounting Clerk,Accountemps,Seattle,Washington,"Ref ID:04410-157846Classification:Accounting ClerkCompensation:DOEExciting opportunity for a part-time Accounting Clerk with a fun and growing company! Immediate temporary-to-full-time opportunity for an Accounting Clerk. Our client, a dynamic Seattle based company, needs an Accounting Clerk to help with AP and AR processing as well as entering daily sales orders. The Accounting Clerk will also be assisting with additional data management projects as assigned. The ideal candidate will be someone who can wear multiple hats, be part of the team and make a difference as the business continues to grow making a direct impact! Apply now!",Seasonal/Temp,Not Specified
79843,GNA - Geriatric Nursing Assistant,Communicare Health Services,Silver Spring,Maryland,"Position:   GNA - Geriatric Nursing AssistantCategory:   NursingShift:   Various ShiftsEducation Level:   High School/G.E.D.Location Name:   Bel Pre Health & Rehabilitation Center GNA - Geriatric Nursing Assistant We currently have the following openings for GNA's to join our nursing staff:  Day Shift - 4 Part Time, Every Other Weekend Positions and 1 Restorative Aide, Every Weekend Position Evening Shift - 1 Part Time, Every Other Weekend Position Night Shift - 1 Part Time, Every Other Weekend Position  Job Duties:   Provide personal care functions to residents Perform basic nursing care procedures for residents as required Create a clean, comfortable and safe environment for residents and assure that their needs are met Ensure that resident's food service needs are met in timely and compassionate manner Maintain resident documentation records for activities of daily living, restorative programs, and resident specific forms Maintain and work within established departmental, center, and corporate policies and procedures, objectives, quality improvement program, and safety, environmental and infection control standards Attend and participate in scheduled training, educational classes, and orientation programs to maintain certification and enhance quality of care Perform other related activities as assigned or requested  As a CommuniCare employee you will enjoy competitive wages and PTO plans. We offer you a menu of benefit options from life and disability plans to medical, dental and vision coverage, from quality benefit carriers. We also offer 401(k) with employer match and Flexible Spending Accounts. ",Full-Time/Part-Time,High School Diploma
65053,Immediate Need-Accounts Payable Clerk in Columbus!,Accountemps,Columbus,Indiana,"Ref ID:01400-124839Classification:Accounts Payable ClerkCompensation:DOELooking for a detail-oriented Accounts Payable Clerk to work in a fast-paced environment. This opportunity is full-time, one-month contract position. Responsibilities include: - Match, batch, and code invoices - Process check runs - Print, audit, and send checks - Maintain vendor database - Communicate and resolve discrepancies with vendors while maintaining positive relationships - Filing invoices - Account reconciliation - Other reporting and tasks as needed Interested candidates please submit a resume to [Click Here to Email Your Resumé]!",Seasonal/Temp,Not Specified
4493,Greeter - NYE,MGM Resorts International,Las Vegas,Nevada,"Guide guests/visitors by giving directions and service in during special events, as instructed.Serve as ambassadors of the property by being the first point of guest contact.Engage in appropriate conversation and assist with any luggage or other guest needs.Give accurate directions to guests/visitors when necessary.Verify with guests if they are checking-in while inquiring if bell assistance is needed.Maintain a positive attitude in extreme weather conditions of cold or very hot temperatures.Perform all duties as deemed necessary for the success of the department.Performs all other job related duties as assigned.",Seasonal/Temp,High School Diploma
